ID,Cropping,Denoising,PostResizeSharpening,JPEG,code
666,790,20,1.003,85.0,crop=790_denoising=20_sharpening=1.003
667,790,20,1.169,85.0,crop=790_denoising=20_sharpening=1.169
668,790,20,1.334,85.0,crop=790_denoising=20_sharpening=1.334
669,790,20,1.5,85.0,crop=790_denoising=20_sharpening=1.5
670,790,23,0.01,85.0,crop=790_denoising=23_sharpening=0.01
671,790,23,0.176,85.0,crop=790_denoising=23_sharpening=0.176
672,790,23,0.341,85.0,crop=790_denoising=23_sharpening=0.341
673,790,23,0.507,85.0,crop=790_denoising=23_sharpening=0.507
674,790,23,0.672,85.0,crop=790_denoising=23_sharpening=0.672
675,790,23,0.838,85.0,crop=790_denoising=23_sharpening=0.838
676,790,23,1.003,85.0,crop=790_denoising=23_sharpening=1.003
677,790,23,1.169,85.0,crop=790_denoising=23_sharpening=1.169
678,790,23,1.334,85.0,crop=790_denoising=23_sharpening=1.334
679,790,23,1.5,85.0,crop=790_denoising=23_sharpening=1.5
680,790,26,0.01,85.0,crop=790_denoising=26_sharpening=0.01
681,790,26,0.176,85.0,crop=790_denoising=26_sharpening=0.176
682,790,26,0.341,85.0,crop=790_denoising=26_sharpening=0.341
683,790,26,0.507,85.0,crop=790_denoising=26_sharpening=0.507
684,790,26,0.672,85.0,crop=790_denoising=26_sharpening=0.672
685,790,26,0.838,85.0,crop=790_denoising=26_sharpening=0.838
686,790,26,1.003,85.0,crop=790_denoising=26_sharpening=1.003
687,790,26,1.169,85.0,crop=790_denoising=26_sharpening=1.169
688,790,26,1.334,85.0,crop=790_denoising=26_sharpening=1.334
689,790,26,1.5,85.0,crop=790_denoising=26_sharpening=1.5
690,790,30,0.01,85.0,crop=790_denoising=30_sharpening=0.01
691,790,30,0.176,85.0,crop=790_denoising=30_sharpening=0.176
692,790,30,0.341,85.0,crop=790_denoising=30_sharpening=0.341
693,790,30,0.507,85.0,crop=790_denoising=30_sharpening=0.507
694,790,30,0.672,85.0,crop=790_denoising=30_sharpening=0.672
695,790,30,0.838,85.0,crop=790_denoising=30_sharpening=0.838
696,790,30,1.003,85.0,crop=790_denoising=30_sharpening=1.003
697,790,30,1.169,85.0,crop=790_denoising=30_sharpening=1.169
698,790,30,1.334,85.0,crop=790_denoising=30_sharpening=1.334
699,790,30,1.5,85.0,crop=790_denoising=30_sharpening=1.5
700,837,1,0.01,85.0,crop=837_denoising=1_sharpening=0.01
701,837,1,0.176,85.0,crop=837_denoising=1_sharpening=0.176
702,837,1,0.341,85.0,crop=837_denoising=1_sharpening=0.341
703,837,1,0.507,85.0,crop=837_denoising=1_sharpening=0.507
704,837,1,0.672,85.0,crop=837_denoising=1_sharpening=0.672
705,837,1,0.838,85.0,crop=837_denoising=1_sharpening=0.838
706,837,1,1.003,85.0,crop=837_denoising=1_sharpening=1.003
707,837,1,1.169,85.0,crop=837_denoising=1_sharpening=1.169
708,837,1,1.334,85.0,crop=837_denoising=1_sharpening=1.334
709,837,1,1.5,85.0,crop=837_denoising=1_sharpening=1.5
710,837,4,0.01,85.0,crop=837_denoising=4_sharpening=0.01
711,837,4,0.176,85.0,crop=837_denoising=4_sharpening=0.176
712,837,4,0.341,85.0,crop=837_denoising=4_sharpening=0.341
713,837,4,0.507,85.0,crop=837_denoising=4_sharpening=0.507
714,837,4,0.672,85.0,crop=837_denoising=4_sharpening=0.672
715,837,4,0.838,85.0,crop=837_denoising=4_sharpening=0.838
716,837,4,1.003,85.0,crop=837_denoising=4_sharpening=1.003
717,837,4,1.169,85.0,crop=837_denoising=4_sharpening=1.169
718,837,4,1.334,85.0,crop=837_denoising=4_sharpening=1.334
719,837,4,1.5,85.0,crop=837_denoising=4_sharpening=1.5
720,837,7,0.01,85.0,crop=837_denoising=7_sharpening=0.01
721,837,7,0.176,85.0,crop=837_denoising=7_sharpening=0.176
722,837,7,0.341,85.0,crop=837_denoising=7_sharpening=0.341
723,837,7,0.507,85.0,crop=837_denoising=7_sharpening=0.507
724,837,7,0.672,85.0,crop=837_denoising=7_sharpening=0.672
725,837,7,0.838,85.0,crop=837_denoising=7_sharpening=0.838
726,837,7,1.003,85.0,crop=837_denoising=7_sharpening=1.003
727,837,7,1.169,85.0,crop=837_denoising=7_sharpening=1.169
728,837,7,1.334,85.0,crop=837_denoising=7_sharpening=1.334
729,837,7,1.5,85.0,crop=837_denoising=7_sharpening=1.5
730,837,10,0.01,85.0,crop=837_denoising=10_sharpening=0.01
731,837,10,0.176,85.0,crop=837_denoising=10_sharpening=0.176
732,837,10,0.341,85.0,crop=837_denoising=10_sharpening=0.341
733,837,10,0.507,85.0,crop=837_denoising=10_sharpening=0.507
734,837,10,0.672,85.0,crop=837_denoising=10_sharpening=0.672
735,837,10,0.838,85.0,crop=837_denoising=10_sharpening=0.838
736,837,10,1.003,85.0,crop=837_denoising=10_sharpening=1.003
737,837,10,1.169,85.0,crop=837_denoising=10_sharpening=1.169
738,837,10,1.334,85.0,crop=837_denoising=10_sharpening=1.334
739,837,10,1.5,85.0,crop=837_denoising=10_sharpening=1.5
740,837,13,0.01,85.0,crop=837_denoising=13_sharpening=0.01
741,837,13,0.176,85.0,crop=837_denoising=13_sharpening=0.176
742,837,13,0.341,85.0,crop=837_denoising=13_sharpening=0.341
743,837,13,0.507,85.0,crop=837_denoising=13_sharpening=0.507
744,837,13,0.672,85.0,crop=837_denoising=13_sharpening=0.672
745,837,13,0.838,85.0,crop=837_denoising=13_sharpening=0.838
746,837,13,1.003,85.0,crop=837_denoising=13_sharpening=1.003
747,837,13,1.169,85.0,crop=837_denoising=13_sharpening=1.169
748,837,13,1.334,85.0,crop=837_denoising=13_sharpening=1.334
749,837,13,1.5,85.0,crop=837_denoising=13_sharpening=1.5
750,837,17,0.01,85.0,crop=837_denoising=17_sharpening=0.01
751,837,17,0.176,85.0,crop=837_denoising=17_sharpening=0.176
752,837,17,0.341,85.0,crop=837_denoising=17_sharpening=0.341
753,837,17,0.507,85.0,crop=837_denoising=17_sharpening=0.507
754,837,17,0.672,85.0,crop=837_denoising=17_sharpening=0.672
755,837,17,0.838,85.0,crop=837_denoising=17_sharpening=0.838
756,837,17,1.003,85.0,crop=837_denoising=17_sharpening=1.003
757,837,17,1.169,85.0,crop=837_denoising=17_sharpening=1.169
758,837,17,1.334,85.0,crop=837_denoising=17_sharpening=1.334
759,837,17,1.5,85.0,crop=837_denoising=17_sharpening=1.5
760,837,20,0.01,85.0,crop=837_denoising=20_sharpening=0.01
761,837,20,0.176,85.0,crop=837_denoising=20_sharpening=0.176
762,837,20,0.341,85.0,crop=837_denoising=20_sharpening=0.341
763,837,20,0.507,85.0,crop=837_denoising=20_sharpening=0.507
764,837,20,0.672,85.0,crop=837_denoising=20_sharpening=0.672
765,837,20,0.838,85.0,crop=837_denoising=20_sharpening=0.838
766,837,20,1.003,85.0,crop=837_denoising=20_sharpening=1.003
767,837,20,1.169,85.0,crop=837_denoising=20_sharpening=1.169
768,837,20,1.334,85.0,crop=837_denoising=20_sharpening=1.334
769,837,20,1.5,85.0,crop=837_denoising=20_sharpening=1.5
770,837,23,0.01,85.0,crop=837_denoising=23_sharpening=0.01
771,837,23,0.176,85.0,crop=837_denoising=23_sharpening=0.176
772,837,23,0.341,85.0,crop=837_denoising=23_sharpening=0.341
773,837,23,0.507,85.0,crop=837_denoising=23_sharpening=0.507
774,837,23,0.672,85.0,crop=837_denoising=23_sharpening=0.672
775,837,23,0.838,85.0,crop=837_denoising=23_sharpening=0.838
776,837,23,1.003,85.0,crop=837_denoising=23_sharpening=1.003
777,837,23,1.169,85.0,crop=837_denoising=23_sharpening=1.169
778,837,23,1.334,85.0,crop=837_denoising=23_sharpening=1.334
779,837,23,1.5,85.0,crop=837_denoising=23_sharpening=1.5
780,837,26,0.01,85.0,crop=837_denoising=26_sharpening=0.01
781,837,26,0.176,85.0,crop=837_denoising=26_sharpening=0.176
782,837,26,0.341,85.0,crop=837_denoising=26_sharpening=0.341
783,837,26,0.507,85.0,crop=837_denoising=26_sharpening=0.507
784,837,26,0.672,85.0,crop=837_denoising=26_sharpening=0.672
785,837,26,0.838,85.0,crop=837_denoising=26_sharpening=0.838
786,837,26,1.003,85.0,crop=837_denoising=26_sharpening=1.003
787,837,26,1.169,85.0,crop=837_denoising=26_sharpening=1.169
788,837,26,1.334,85.0,crop=837_denoising=26_sharpening=1.334
789,837,26,1.5,85.0,crop=837_denoising=26_sharpening=1.5
790,837,30,0.01,85.0,crop=837_denoising=30_sharpening=0.01
791,837,30,0.176,85.0,crop=837_denoising=30_sharpening=0.176
792,837,30,0.341,85.0,crop=837_denoising=30_sharpening=0.341
793,837,30,0.507,85.0,crop=837_denoising=30_sharpening=0.507
794,837,30,0.672,85.0,crop=837_denoising=30_sharpening=0.672
795,837,30,0.838,85.0,crop=837_denoising=30_sharpening=0.838
796,837,30,1.003,85.0,crop=837_denoising=30_sharpening=1.003
797,837,30,1.169,85.0,crop=837_denoising=30_sharpening=1.169
798,837,30,1.334,85.0,crop=837_denoising=30_sharpening=1.334
799,837,30,1.5,85.0,crop=837_denoising=30_sharpening=1.5
800,883,1,0.01,85.0,crop=883_denoising=1_sharpening=0.01
801,883,1,0.176,85.0,crop=883_denoising=1_sharpening=0.176
802,883,1,0.341,85.0,crop=883_denoising=1_sharpening=0.341
803,883,1,0.507,85.0,crop=883_denoising=1_sharpening=0.507
804,883,1,0.672,85.0,crop=883_denoising=1_sharpening=0.672
805,883,1,0.838,85.0,crop=883_denoising=1_sharpening=0.838
806,883,1,1.003,85.0,crop=883_denoising=1_sharpening=1.003
807,883,1,1.169,85.0,crop=883_denoising=1_sharpening=1.169
808,883,1,1.334,85.0,crop=883_denoising=1_sharpening=1.334
809,883,1,1.5,85.0,crop=883_denoising=1_sharpening=1.5
810,883,4,0.01,85.0,crop=883_denoising=4_sharpening=0.01
811,883,4,0.176,85.0,crop=883_denoising=4_sharpening=0.176
812,883,4,0.341,85.0,crop=883_denoising=4_sharpening=0.341
813,883,4,0.507,85.0,crop=883_denoising=4_sharpening=0.507
814,883,4,0.672,85.0,crop=883_denoising=4_sharpening=0.672
815,883,4,0.838,85.0,crop=883_denoising=4_sharpening=0.838
816,883,4,1.003,85.0,crop=883_denoising=4_sharpening=1.003
817,883,4,1.169,85.0,crop=883_denoising=4_sharpening=1.169
818,883,4,1.334,85.0,crop=883_denoising=4_sharpening=1.334
819,883,4,1.5,85.0,crop=883_denoising=4_sharpening=1.5
820,883,7,0.01,85.0,crop=883_denoising=7_sharpening=0.01
821,883,7,0.176,85.0,crop=883_denoising=7_sharpening=0.176
822,883,7,0.341,85.0,crop=883_denoising=7_sharpening=0.341
823,883,7,0.507,85.0,crop=883_denoising=7_sharpening=0.507
824,883,7,0.672,85.0,crop=883_denoising=7_sharpening=0.672
825,883,7,0.838,85.0,crop=883_denoising=7_sharpening=0.838
826,883,7,1.003,85.0,crop=883_denoising=7_sharpening=1.003
827,883,7,1.169,85.0,crop=883_denoising=7_sharpening=1.169
828,883,7,1.334,85.0,crop=883_denoising=7_sharpening=1.334
829,883,7,1.5,85.0,crop=883_denoising=7_sharpening=1.5
830,883,10,0.01,85.0,crop=883_denoising=10_sharpening=0.01
831,883,10,0.176,85.0,crop=883_denoising=10_sharpening=0.176
832,883,10,0.341,85.0,crop=883_denoising=10_sharpening=0.341
833,883,10,0.507,85.0,crop=883_denoising=10_sharpening=0.507
834,883,10,0.672,85.0,crop=883_denoising=10_sharpening=0.672
835,883,10,0.838,85.0,crop=883_denoising=10_sharpening=0.838
836,883,10,1.003,85.0,crop=883_denoising=10_sharpening=1.003
837,883,10,1.169,85.0,crop=883_denoising=10_sharpening=1.169
838,883,10,1.334,85.0,crop=883_denoising=10_sharpening=1.334
839,883,10,1.5,85.0,crop=883_denoising=10_sharpening=1.5
840,883,13,0.01,85.0,crop=883_denoising=13_sharpening=0.01
841,883,13,0.176,85.0,crop=883_denoising=13_sharpening=0.176
842,883,13,0.341,85.0,crop=883_denoising=13_sharpening=0.341
843,883,13,0.507,85.0,crop=883_denoising=13_sharpening=0.507
844,883,13,0.672,85.0,crop=883_denoising=13_sharpening=0.672
845,883,13,0.838,85.0,crop=883_denoising=13_sharpening=0.838
846,883,13,1.003,85.0,crop=883_denoising=13_sharpening=1.003
847,883,13,1.169,85.0,crop=883_denoising=13_sharpening=1.169
848,883,13,1.334,85.0,crop=883_denoising=13_sharpening=1.334
849,883,13,1.5,85.0,crop=883_denoising=13_sharpening=1.5
850,883,17,0.01,85.0,crop=883_denoising=17_sharpening=0.01
851,883,17,0.176,85.0,crop=883_denoising=17_sharpening=0.176
852,883,17,0.341,85.0,crop=883_denoising=17_sharpening=0.341
853,883,17,0.507,85.0,crop=883_denoising=17_sharpening=0.507
854,883,17,0.672,85.0,crop=883_denoising=17_sharpening=0.672
855,883,17,0.838,85.0,crop=883_denoising=17_sharpening=0.838
856,883,17,1.003,85.0,crop=883_denoising=17_sharpening=1.003
857,883,17,1.169,85.0,crop=883_denoising=17_sharpening=1.169
858,883,17,1.334,85.0,crop=883_denoising=17_sharpening=1.334
859,883,17,1.5,85.0,crop=883_denoising=17_sharpening=1.5
860,883,20,0.01,85.0,crop=883_denoising=20_sharpening=0.01
861,883,20,0.176,85.0,crop=883_denoising=20_sharpening=0.176
862,883,20,0.341,85.0,crop=883_denoising=20_sharpening=0.341
863,883,20,0.507,85.0,crop=883_denoising=20_sharpening=0.507
864,883,20,0.672,85.0,crop=883_denoising=20_sharpening=0.672
865,883,20,0.838,85.0,crop=883_denoising=20_sharpening=0.838
866,883,20,1.003,85.0,crop=883_denoising=20_sharpening=1.003
867,883,20,1.169,85.0,crop=883_denoising=20_sharpening=1.169
868,883,20,1.334,85.0,crop=883_denoising=20_sharpening=1.334
869,883,20,1.5,85.0,crop=883_denoising=20_sharpening=1.5
870,883,23,0.01,85.0,crop=883_denoising=23_sharpening=0.01
871,883,23,0.176,85.0,crop=883_denoising=23_sharpening=0.176
872,883,23,0.341,85.0,crop=883_denoising=23_sharpening=0.341
873,883,23,0.507,85.0,crop=883_denoising=23_sharpening=0.507
874,883,23,0.672,85.0,crop=883_denoising=23_sharpening=0.672
875,883,23,0.838,85.0,crop=883_denoising=23_sharpening=0.838
876,883,23,1.003,85.0,crop=883_denoising=23_sharpening=1.003
877,883,23,1.169,85.0,crop=883_denoising=23_sharpening=1.169
878,883,23,1.334,85.0,crop=883_denoising=23_sharpening=1.334
879,883,23,1.5,85.0,crop=883_denoising=23_sharpening=1.5
880,883,26,0.01,85.0,crop=883_denoising=26_sharpening=0.01
881,883,26,0.176,85.0,crop=883_denoising=26_sharpening=0.176
882,883,26,0.341,85.0,crop=883_denoising=26_sharpening=0.341
883,883,26,0.507,85.0,crop=883_denoising=26_sharpening=0.507
884,883,26,0.672,85.0,crop=883_denoising=26_sharpening=0.672
885,883,26,0.838,85.0,crop=883_denoising=26_sharpening=0.838
886,883,26,1.003,85.0,crop=883_denoising=26_sharpening=1.003
887,883,26,1.169,85.0,crop=883_denoising=26_sharpening=1.169
888,883,26,1.334,85.0,crop=883_denoising=26_sharpening=1.334
889,883,26,1.5,85.0,crop=883_denoising=26_sharpening=1.5
890,883,30,0.01,85.0,crop=883_denoising=30_sharpening=0.01
891,883,30,0.176,85.0,crop=883_denoising=30_sharpening=0.176
892,883,30,0.341,85.0,crop=883_denoising=30_sharpening=0.341
893,883,30,0.507,85.0,crop=883_denoising=30_sharpening=0.507
894,883,30,0.672,85.0,crop=883_denoising=30_sharpening=0.672
895,883,30,0.838,85.0,crop=883_denoising=30_sharpening=0.838
896,883,30,1.003,85.0,crop=883_denoising=30_sharpening=1.003
897,883,30,1.169,85.0,crop=883_denoising=30_sharpening=1.169
898,883,30,1.334,85.0,crop=883_denoising=30_sharpening=1.334
899,883,30,1.5,85.0,crop=883_denoising=30_sharpening=1.5
900,930,1,0.01,85.0,crop=930_denoising=1_sharpening=0.01
901,930,1,0.176,85.0,crop=930_denoising=1_sharpening=0.176
902,930,1,0.341,85.0,crop=930_denoising=1_sharpening=0.341
903,930,1,0.507,85.0,crop=930_denoising=1_sharpening=0.507
904,930,1,0.672,85.0,crop=930_denoising=1_sharpening=0.672
905,930,1,0.838,85.0,crop=930_denoising=1_sharpening=0.838
906,930,1,1.003,85.0,crop=930_denoising=1_sharpening=1.003
907,930,1,1.169,85.0,crop=930_denoising=1_sharpening=1.169
908,930,1,1.334,85.0,crop=930_denoising=1_sharpening=1.334
909,930,1,1.5,85.0,crop=930_denoising=1_sharpening=1.5
910,930,4,0.01,85.0,crop=930_denoising=4_sharpening=0.01
911,930,4,0.176,85.0,crop=930_denoising=4_sharpening=0.176
912,930,4,0.341,85.0,crop=930_denoising=4_sharpening=0.341
913,930,4,0.507,85.0,crop=930_denoising=4_sharpening=0.507
914,930,4,0.672,85.0,crop=930_denoising=4_sharpening=0.672
915,930,4,0.838,85.0,crop=930_denoising=4_sharpening=0.838
916,930,4,1.003,85.0,crop=930_denoising=4_sharpening=1.003
917,930,4,1.169,85.0,crop=930_denoising=4_sharpening=1.169
918,930,4,1.334,85.0,crop=930_denoising=4_sharpening=1.334
919,930,4,1.5,85.0,crop=930_denoising=4_sharpening=1.5
920,930,7,0.01,85.0,crop=930_denoising=7_sharpening=0.01
921,930,7,0.176,85.0,crop=930_denoising=7_sharpening=0.176
922,930,7,0.341,85.0,crop=930_denoising=7_sharpening=0.341
923,930,7,0.507,85.0,crop=930_denoising=7_sharpening=0.507
924,930,7,0.672,85.0,crop=930_denoising=7_sharpening=0.672
925,930,7,0.838,85.0,crop=930_denoising=7_sharpening=0.838
926,930,7,1.003,85.0,crop=930_denoising=7_sharpening=1.003
927,930,7,1.169,85.0,crop=930_denoising=7_sharpening=1.169
928,930,7,1.334,85.0,crop=930_denoising=7_sharpening=1.334
929,930,7,1.5,85.0,crop=930_denoising=7_sharpening=1.5
930,930,10,0.01,85.0,crop=930_denoising=10_sharpening=0.01
931,930,10,0.176,85.0,crop=930_denoising=10_sharpening=0.176
932,930,10,0.341,85.0,crop=930_denoising=10_sharpening=0.341
933,930,10,0.507,85.0,crop=930_denoising=10_sharpening=0.507
934,930,10,0.672,85.0,crop=930_denoising=10_sharpening=0.672
935,930,10,0.838,85.0,crop=930_denoising=10_sharpening=0.838
936,930,10,1.003,85.0,crop=930_denoising=10_sharpening=1.003
937,930,10,1.169,85.0,crop=930_denoising=10_sharpening=1.169
938,930,10,1.334,85.0,crop=930_denoising=10_sharpening=1.334
939,930,10,1.5,85.0,crop=930_denoising=10_sharpening=1.5
940,930,13,0.01,85.0,crop=930_denoising=13_sharpening=0.01
941,930,13,0.176,85.0,crop=930_denoising=13_sharpening=0.176
942,930,13,0.341,85.0,crop=930_denoising=13_sharpening=0.341
943,930,13,0.507,85.0,crop=930_denoising=13_sharpening=0.507
944,930,13,0.672,85.0,crop=930_denoising=13_sharpening=0.672
945,930,13,0.838,85.0,crop=930_denoising=13_sharpening=0.838
946,930,13,1.003,85.0,crop=930_denoising=13_sharpening=1.003
947,930,13,1.169,85.0,crop=930_denoising=13_sharpening=1.169
948,930,13,1.334,85.0,crop=930_denoising=13_sharpening=1.334
949,930,13,1.5,85.0,crop=930_denoising=13_sharpening=1.5
950,930,17,0.01,85.0,crop=930_denoising=17_sharpening=0.01
951,930,17,0.176,85.0,crop=930_denoising=17_sharpening=0.176
952,930,17,0.341,85.0,crop=930_denoising=17_sharpening=0.341
953,930,17,0.507,85.0,crop=930_denoising=17_sharpening=0.507
954,930,17,0.672,85.0,crop=930_denoising=17_sharpening=0.672
955,930,17,0.838,85.0,crop=930_denoising=17_sharpening=0.838
956,930,17,1.003,85.0,crop=930_denoising=17_sharpening=1.003
957,930,17,1.169,85.0,crop=930_denoising=17_sharpening=1.169
958,930,17,1.334,85.0,crop=930_denoising=17_sharpening=1.334
959,930,17,1.5,85.0,crop=930_denoising=17_sharpening=1.5
960,930,20,0.01,85.0,crop=930_denoising=20_sharpening=0.01
961,930,20,0.176,85.0,crop=930_denoising=20_sharpening=0.176
962,930,20,0.341,85.0,crop=930_denoising=20_sharpening=0.341
963,930,20,0.507,85.0,crop=930_denoising=20_sharpening=0.507
964,930,20,0.672,85.0,crop=930_denoising=20_sharpening=0.672
965,930,20,0.838,85.0,crop=930_denoising=20_sharpening=0.838
966,930,20,1.003,85.0,crop=930_denoising=20_sharpening=1.003
967,930,20,1.169,85.0,crop=930_denoising=20_sharpening=1.169
968,930,20,1.334,85.0,crop=930_denoising=20_sharpening=1.334
969,930,20,1.5,85.0,crop=930_denoising=20_sharpening=1.5
970,930,23,0.01,85.0,crop=930_denoising=23_sharpening=0.01
971,930,23,0.176,85.0,crop=930_denoising=23_sharpening=0.176
972,930,23,0.341,85.0,crop=930_denoising=23_sharpening=0.341
973,930,23,0.507,85.0,crop=930_denoising=23_sharpening=0.507
974,930,23,0.672,85.0,crop=930_denoising=23_sharpening=0.672
975,930,23,0.838,85.0,crop=930_denoising=23_sharpening=0.838
976,930,23,1.003,85.0,crop=930_denoising=23_sharpening=1.003
977,930,23,1.169,85.0,crop=930_denoising=23_sharpening=1.169
978,930,23,1.334,85.0,crop=930_denoising=23_sharpening=1.334
979,930,23,1.5,85.0,crop=930_denoising=23_sharpening=1.5
980,930,26,0.01,85.0,crop=930_denoising=26_sharpening=0.01
981,930,26,0.176,85.0,crop=930_denoising=26_sharpening=0.176
982,930,26,0.341,85.0,crop=930_denoising=26_sharpening=0.341
983,930,26,0.507,85.0,crop=930_denoising=26_sharpening=0.507
984,930,26,0.672,85.0,crop=930_denoising=26_sharpening=0.672
985,930,26,0.838,85.0,crop=930_denoising=26_sharpening=0.838
986,930,26,1.003,85.0,crop=930_denoising=26_sharpening=1.003
987,930,26,1.169,85.0,crop=930_denoising=26_sharpening=1.169
988,930,26,1.334,85.0,crop=930_denoising=26_sharpening=1.334
989,930,26,1.5,85.0,crop=930_denoising=26_sharpening=1.5
990,930,30,0.01,85.0,crop=930_denoising=30_sharpening=0.01
991,930,30,0.176,85.0,crop=930_denoising=30_sharpening=0.176
992,930,30,0.341,85.0,crop=930_denoising=30_sharpening=0.341
993,930,30,0.507,85.0,crop=930_denoising=30_sharpening=0.507
994,930,30,0.672,85.0,crop=930_denoising=30_sharpening=0.672
995,930,30,0.838,85.0,crop=930_denoising=30_sharpening=0.838
996,930,30,1.003,85.0,crop=930_denoising=30_sharpening=1.003
997,930,30,1.169,85.0,crop=930_denoising=30_sharpening=1.169
998,930,30,1.334,85.0,crop=930_denoising=30_sharpening=1.334
999,930,30,1.5,85.0,crop=930_denoising=30_sharpening=1.5
